transactionamount,transactionduration,loginattempts,accountbalance,hour,day_of_week,is_weekend,is_night,amount_zscore,amount_to_mean_ratio,rolling_tx_count_7d,rolling_spend_7d,is_debit,location_freq
32.91,255,1,427.3,16,3,0,0,-0.9632100074204086,0.16075702725146132,1.0,32.91,1,0.02786624203821656
182.19,53,1,1176.1,16,0,0,0,-0.12630342570851472,0.8899520752033954,1.0,182.19,1,0.02428343949044586
346.12,12,1,13084.27,17,4,0,0,0.7927352662799015,1.690708668255114,1.0,346.12,1,0.02269108280254777
295.93,117,1,1050.63,17,0,0,0,0.7071067811865482,1.1525100284301126,1.0,295.93,1,0.02428343949044586
217.61,120,1,1661.1,17,1,0,0,-0.7071067811865472,0.8474899715698876,1.0,217.61,1,0.02587579617834395
130.4,63,1,4381.24,16,0,0,0,-0.5787423702377643,0.5427634317300168,1.0,130.4,1,0.023487261146496817
557.78,102,1,1289.48,16,1,0,0,1.672859004268077,2.321645605447613,1.0,557.78,0,0.021894904458598725
67.17,48,1,14410.44,18,0,0,0,-0.9118622048346203,0.27958143948853703,1.0,67.17,1,0.02428343949044586
204.7,95,5,5117.03,16,3,0,0,-0.18730153976889824,0.8520220435209696,1.0,204.7,1,0.027070063694267517
241.21,108,1,1220.86,16,0,0,0,0.005047110573205561,1.0039874798128632,2.0,445.90999999999997,1,0.02587579617834395
11.19,40,1,9877.17,17,0,0,0,-0.93942189996611,0.039035337620204884,1.0,11.19,1,0.023487261146496817
839.33,86,1,11538.97,16,1,0,0,1.8847093610316914,2.927929394527843,1.0,839.33,0,0.020302547770700636
79.35,70,1,1692.15,17,0,0,0,-0.7069819903498493,0.2768055442505145,1.0,79.35,1,0.02746815286624204
109.48,93,1,7372.47,17,0,0,0,-0.6042323648108537,0.38191141757462294,1.0,109.48,1,0.020302547770700636
81.51,97,1,865.49,16,3,0,0,-0.6996159368760946,0.28434051558739054,1.0,81.51,1,0.01910828025477707
532.4,149,1,1033.73,16,3,0,0,0.8380136236707918,1.8572308980336978,1.0,532.4,1,0.02388535031847134
320.11,130,1,4076.48,16,3,0,0,0.11406015517848,1.1166757752997127,2.0,852.51,1,0.018312101910828025
556.34,46,1,11935.14,16,3,0,0,0.9196540496715737,1.9407434970174071,1.0,556.34,1,0.02428343949044586
50.26,164,1,1519.38,17,3,0,0,-0.8061849975496296,0.17532762008860567,1.0,50.26,1,0.021894904458598725
927.16,153,1,7104.61,16,0,0,0,1.1532028394590692,2.5825944048801777,1.0,927.16,1,0.02269108280254777
100.01,63,1,6393.12,16,3,0,0,-0.5256857217803232,0.2785768005868098,1.0,100.01,1,0.026671974522292995
49.84,146,1,7872.04,16,4,0,0,-0.6275171176787459,0.1388287945330127,1.0,49.84,1,0.02388535031847134
64.9,72,1,6854.61,16,1,0,0,-0.7954594790691875,0.22402485329651367,1.0,64.9,0,0.025079617834394906
793.13,76,1,13389.16,16,2,0,0,1.7813975335756276,2.737763203313773,1.0,793.13,1,0.025079617834394906
115.83,167,1,6481.04,17,0,0,0,-0.6152426139935927,0.39982740766309977,1.0,115.83,1,0.02388535031847134
373.27,79,1,8441.61,18,1,0,0,0.2957141844564591,1.288470831895064,1.0,373.27,0,0.025477707006369428
173.74,64,1,4913.42,17,4,0,0,-0.4103268736337321,0.5997238522609597,1.0,173.74,1,0.025079617834394906
632.69,76,1,4363.74,16,1,0,0,1.2136772541189533,2.183948912668278,2.0,806.4300000000001,1,0.024681528662420384
66.01,179,1,3475.99,18,4,0,0,-0.7915317209652427,0.22785640317569902,1.0,66.01,1,0.021894904458598725
98.03,165,1,6323.45,18,0,0,0,-0.6782282844892845,0.33838453572661376,1.0,98.03,1,0.018312101910828025
827.14,265,4,9800.21,17,1,0,0,1.3932154855435264,2.351737362696379,1.0,827.14,1,0.018312101910828025
1021.38,125,1,6223.26,18,4,0,0,1.962427999994386,2.904003563496902,1.0,1021.38,1,0.025079617834394906
230.46,179,1,162.53,17,1,0,0,-0.35533127682539284,0.6552474703278859,1.0,230.46,1,0.02428343949044586
132.42,164,1,726.39,16,0,0,0,-0.6426335570805528,0.3764986115630419,1.0,132.42,1,0.024681528662420384
70.23,260,1,11624.93,16,2,0,0,-0.8248788529706833,0.1996790325485005,1.0,70.23,1,0.025079617834394906
211.91,181,1,927.47,16,0,0,0,-0.40969130639223517,0.6025058206941868,2.0,282.14,1,0.02308917197452229
327.35,175,1,342.08,18,0,0,0,-0.07139902535739556,0.9307266311370018,1.0,327.35,0,0.025079617834394906
48.72,17,1,816.08,18,4,0,0,-0.887913043589701,0.138521464698319,2.0,376.07000000000005,1,0.021894904458598725
295.82,46,1,5897.73,16,3,0,0,-0.1637964233219529,0.8410800428377818,1.0,295.82,0,0.02388535031847134
13.92,209,1,2735.84,17,0,0,0,-0.9052471979671848,0.24854923667529688,1.0,13.92,1,0.02746815286624204
31.7,121,1,743.9,16,3,0,0,-0.5227998846760705,0.5660208909918758,2.0,45.62,0,0.023487261146496817
58.23,34,1,9189.76,17,2,0,0,0.04785968909295445,1.0397285956611018,1.0,58.23,1,0.021894904458598725
120.17,105,1,5403.79,17,1,0,0,1.3801873935503013,2.145701276671726,1.0,120.17,1,0.016719745222929936
364.13,61,1,8198.0,16,4,0,0,-0.0667965533746624,0.915511947376857,1.0,364.13,1,0.02786624203821656
395.77,118,1,6425.99,16,0,0,0,-0.0039034849291967014,0.995062651836813,1.0,395.77,0,0.018312101910828025
68.19,189,1,9895.1,16,1,0,0,-0.6550574470456842,0.17144635073085954,1.0,68.19,0,0.02388535031847134
52.2,120,1,8974.93,18,1,0,0,-0.6868419023062088,0.13124357689031924,1.0,52.2,1,0.02428343949044586
830.01,96,1,4253.18,16,4,0,0,0.8592661118394204,2.086848299899116,1.0,830.01,0,0.02388535031847134
28.63,146,1,3382.91,17,0,0,0,-0.7336936603106218,0.07198282770823447,1.0,28.63,1,0.023487261146496817
1432.02,138,1,4315.07,17,4,0,0,2.055924017492228,3.6004487926910906,1.0,1432.02,1,0.020302547770700636
10.92,268,1,7567.2,17,4,0,0,-0.768897081365274,0.027455552866710458,1.0,10.92,1,0.02388535031847134
535.4,110,1,651.84,18,4,0,0,1.1481757062789915,1.8204692281536894,1.0,535.4,1,0.023487261146496817
195.76,99,1,7323.53,16,0,0,0,-0.4679303727951761,0.6656239374362463,1.0,195.76,1,0.026671974522292995
151.14,38,1,2156.54,16,3,0,0,-0.6802453334838151,0.5139068344100646,1.0,151.14,1,0.025079617834394906
76.39,80,1,11584.32,16,0,0,0,-0.11681549289070717,0.8756304447501145,1.0,76.39,1,0.02109872611464968
0.26,173,1,1833.67,16,3,0,0,-0.9364618960031061,0.0029802842732691423,1.0,0.26,1,0.027070063694267517
185.07,159,1,636.42,16,1,0,0,1.053277388893813,2.121389270976616,1.0,185.07,1,0.02388535031847134
215.13,114,1,3956.69,16,3,0,0,-0.751262023732893,0.3348253890187607,1.0,215.13,1,0.027070063694267517
1173.74,61,1,10456.24,16,0,0,0,0.933797053281194,1.8267928792213088,1.0,1173.74,0,0.021894904458598725
1340.19,30,1,8654.28,17,4,0,0,1.2263853669530675,2.085853382183112,2.0,2513.9300000000003,0,0.023487261146496817
345.94,163,1,7624.56,17,0,0,0,-0.5213222381431195,0.5384162835362342,1.0,345.94,1,0.016719745222929936
137.57,70,1,5103.67,17,0,0,0,-0.8875981583582491,0.2141120660405843,1.0,137.57,1,0.020302547770700636
1011.22,129,1,5838.91,18,0,0,0,0.8324194442686188,1.6108770280926172,1.0,1011.22,1,0.026671974522292995
231.51,96,1,5790.7,17,0,0,0,-0.8601179177254741,0.36879624688368684,2.0,1242.73,0,0.027070063694267517
1041.88,57,1,5726.2,16,2,0,0,0.8989739267284296,1.6597185162765138,1.0,1041.88,1,0.02388535031847134
226.37,141,1,9840.04,17,0,0,0,-0.8712754532715741,0.36060820874718236,1.0,226.37,0,0.020302547770700636
224.22,37,1,8400.87,18,0,0,0,0.9818171221851942,1.5037220843672454,1.0,224.22,1,0.02388535031847134
71.29,55,2,7225.63,17,3,0,0,-1.017241491791397,0.47810341358728453,1.0,71.29,1,0.02388535031847134
151.82,105,1,2197.12,16,0,0,0,0.03542436960620233,1.0181745020454696,1.0,151.82,1,0.02388535031847134
54.91,275,1,7927.27,16,0,0,0,-0.7656079802927922,0.5492830943647883,1.0,54.91,0,0.021496815286624203
166.55,99,1,12970.21,17,3,0,0,1.1313915370532317,1.6660553517839283,1.0,166.55,0,0.025079617834394906
78.44,292,1,6870.84,17,1,0,0,-0.3657835567604388,0.7846615538512839,1.0,78.44,0,0.023487261146496817
237.86,210,1,475.63,17,0,0,0,0.5884746316510228,1.4387505746292129,1.0,237.86,1,0.026671974522292995
24.86,292,1,2591.65,16,0,0,0,-1.1395651905292443,0.1503713919334156,2.0,262.72,1,0.02388535031847134
54.8,140,1,4943.49,16,3,0,0,-0.8966660718622154,0.33147032493769807,1.0,54.8,1,0.016321656050955414
316.37,86,1,4671.69,17,0,0,0,1.2254155069532422,1.9136362536594806,1.0,316.37,1,0.02388535031847134
192.73,157,1,2037.75,16,0,0,0,0.22234112378719417,1.1657714548401925,1.0,192.73,1,0.021894904458598725
477.54,52,1,1598.63,17,0,0,0,0.1793429098103376,1.1131468531468531,1.0,477.54,0,0.02269108280254777
36.97,79,1,2850.92,17,2,0,0,-1.4484507814780927,0.08617715617715617,2.0,514.51,1,0.021894904458598725
795.96,119,1,5468.58,17,3,0,0,1.3558235307787694,1.8553846153846154,1.0,795.96,1,0.023487261146496817
385.35,269,1,5184.13,17,1,0,0,-0.16127560801856672,0.8982517482517482,2.0,1181.31,1,0.025477707006369428
449.18,50,1,1025.99,17,0,0,0,0.0745599489075528,1.0470396270396272,1.0,449.18,1,0.024681528662420384
275.2,81,1,1230.12,17,3,0,0,0.0,1.0,1.0,275.2,1,0.02308917197452229
122.35,188,1,6472.5,17,2,0,0,-0.5953952749901988,0.9613168508721387,1.0,122.35,0,0.02428343949044586
122.65,41,1,1968.51,16,3,0,0,-0.5591152650043357,0.9636739825048453,1.0,122.65,1,0.021496815286624203
136.82,14,1,6229.13,18,4,0,0,1.1545105399945363,1.0750091666230162,1.0,136.82,1,0.02388535031847134
169.47,19,1,1806.16,16,2,0,0,-0.9109224533453368,0.49260238932651224,1.0,169.47,1,0.02388535031847134
301.85,25,1,6586.19,17,1,0,0,-0.2201117614694447,0.8773944132779119,1.0,301.85,1,0.021496815286624203
241.18,162,1,1445.53,18,1,0,0,-0.5367115852805218,0.7010435136470657,1.0,241.18,1,0.02428343949044586
716.93,34,1,4064.02,16,3,0,0,1.9459382610705553,2.083917100252885,1.0,716.93,0,0.021894904458598725
305.0,222,1,944.83,17,3,0,0,-0.20367382764704672,0.8865505915181816,1.0,305.0,1,0.021894904458598725
329.75,211,1,6009.43,17,0,0,0,-0.07451863332820456,0.958491991977444,1.0,329.75,1,0.02109872611464968
345.54,50,1,2091.78,16,1,0,0,-0.34426808628834726,0.579702850700596,1.0,345.54,1,0.023487261146496817
1830.0,238,1,2235.7,16,2,0,0,1.6956650273917795,3.070140119181833,1.0,1830.0,1,0.023487261146496817
20.36,75,1,2762.48,17,0,0,0,-0.7911278534134322,0.03415740591614323,1.0,20.36,1,0.026671974522292995
149.02,176,1,9379.72,16,4,0,0,-0.6143243057219585,0.2500067106887851,1.0,149.02,0,0.02786624203821656
635.4,106,1,1238.11,16,1,0,0,0.05405521803195875,1.065992913512643,1.0,635.4,1,0.024681528662420384
238.54,12,4,868.91,16,4,0,0,-0.30750662071008333,0.7452977566706243,1.0,238.54,1,0.02308917197452229
849.76,269,1,373.88,16,2,0,0,1.9981140455119129,2.6550021870899205,1.0,849.76,1,0.02428343949044586
134.7,106,1,8395.85,16,0,0,0,-0.6992078902701305,0.42085858901455975,2.0,984.46,1,0.02786624203821656
290.02,246,1,4746.71,17,0,0,0,-0.11331573707226335,0.9061425982628256,1.0,290.02,1,0.021894904458598725
233.74,17,1,1066.59,16,1,0,0,-0.3256129968068497,0.7303005686433794,1.0,233.74,0,0.027070063694267517
173.6,160,1,421.44,16,1,0,0,-0.5524708006525859,0.5423983003186902,1.0,173.6,1,0.023487261146496817
29.22,69,1,7795.79,18,0,0,0,-0.7071067811865475,0.1395015754798052,1.0,29.22,1,0.025079617834394906
389.7,216,1,7125.15,16,4,0,0,0.7071067811865476,1.860498424520195,1.0,389.7,0,0.023487261146496817
319.17,81,1,6501.56,16,2,0,0,0.014271450653938759,1.0181794981198435,1.0,319.17,1,0.026671974522292995
224.28,68,1,5767.51,16,2,0,0,-0.22336275905033756,0.7154723120541358,1.0,224.28,1,0.02388535031847134
1250.94,107,2,11565.97,17,1,0,0,2.347714675189227,3.99060519904138,1.0,1250.94,1,0.021496815286624203
34.74,24,1,6827.57,16,0,0,0,-0.698030143467542,0.1108235603743565,1.0,34.74,1,0.02269108280254777
351.38,21,1,7606.63,18,0,0,0,0.09493535511778885,1.1209321428998673,2.0,386.12,1,0.02308917197452229
233.92,280,1,6537.62,16,4,0,0,-0.19922118689785343,0.7462247335281943,1.0,233.92,0,0.02388535031847134
73.95,76,1,363.92,16,4,0,0,-0.5998360517560374,0.23590680166043937,1.0,73.95,1,0.02428343949044586
19.39,45,1,9847.6,16,4,0,0,-0.7364713397891844,0.0618557523217839,1.0,19.39,1,0.02388535031847134
81.35,103,1,7192.45,17,0,0,0,-0.6632960738864735,0.18538413206889928,1.0,81.35,1,0.025079617834394906
270.54,139,1,269.78,18,0,0,0,-0.3122470747616459,0.6165190299928706,1.0,270.54,0,0.02109872611464968
803.37,129,1,12168.37,16,0,0,0,0.6764385756621707,1.830756609467629,1.0,803.37,0,0.025079617834394906
21.49,240,1,11991.24,16,3,0,0,-0.7743685041820081,0.048972403173456,1.0,21.49,1,0.024681528662420384
1493.0,151,1,1619.16,17,2,0,0,1.9560723896399435,3.4023172609571803,1.0,1493.0,1,0.02388535031847134
35.05,105,1,14330.47,18,2,0,0,-0.7492074257522144,0.07987355659514345,1.0,35.05,1,0.02428343949044586
366.93,33,1,6697.79,18,0,0,0,-0.13339188671977203,0.8361770077448213,1.0,366.93,1,0.025079617834394906
554.15,108,1,14817.22,17,1,0,0,0.0,1.0,1.0,554.15,1,0.023487261146496817
215.9,235,1,7873.28,16,2,0,0,-0.5610091450167437,0.6441315114266961,1.0,215.9,1,0.02746815286624204
174.39,36,1,1127.08,16,0,0,0,-0.7562429613283219,0.5202876066591084,2.0,390.28999999999996,1,0.02269108280254777
307.41,14,1,1057.0,17,0,0,0,-0.1306105294862086,0.9171489945700818,1.0,307.41,1,0.02746815286624204
643.02,85,1,11989.39,17,0,0,0,1.447862635831274,1.9184318873441135,1.0,643.02,0,0.025079617834394906
268.39,177,1,9409.43,18,1,0,0,-0.13509810731460772,0.8457947291177078,1.0,268.39,1,0.023487261146496817
27.07,39,1,3773.29,17,0,0,0,-0.8013554476939255,0.08530743812070626,1.0,27.07,0,0.021894904458598725
34.74,72,1,3736.57,16,4,0,0,-0.7801794415580504,0.10947840414899651,1.0,34.74,0,0.016719745222929936
1049.92,21,1,2037.85,16,0,0,0,2.0226181997741057,3.308680658725228,1.0,1049.92,1,0.025079617834394906
286.5,60,1,8517.95,16,0,0,0,-0.0850984370250774,0.9028659409524323,2.0,1336.42,0,0.02428343949044586
477.07,278,1,6568.07,16,0,0,0,0.44104386927397193,1.50342148150149,1.0,477.07,1,0.021496815286624203
77.57,225,1,12801.93,17,2,0,0,-0.661930635456417,0.24445134743343863,1.0,77.57,1,0.02428343949044586
581.65,176,1,480.19,16,0,0,0,1.1547002284354146,2.320134558364025,1.0,581.65,1,0.02428343949044586
85.01,157,1,1299.4,18,0,0,0,-0.5780828067865634,0.33909505511308485,1.0,85.01,0,0.016719745222929936
85.43,145,1,14904.9,16,2,0,0,-0.5766174216488515,0.34077038652288955,1.0,85.43,1,0.021894904458598725
5.29,276,1,11263.89,18,2,0,0,-1.110526067963178,0.026893063216491698,1.0,5.29,1,0.02308917197452229
133.73,123,1,1872.22,16,1,0,0,-0.365359972468099,0.6798505376070765,1.0,133.73,0,0.023487261146496817
408.62,159,1,2498.48,17,0,0,0,1.2294602392310783,2.07732391144099,2.0,542.35,0,0.02786624203821656
356.56,52,1,2485.73,17,0,0,0,0.9274254608795226,1.8126636333595993,1.0,356.56,1,0.02308917197452229
14.34,24,1,7932.51,17,1,0,0,-1.0580209825985685,0.072901044711624,1.0,14.34,0,0.025079617834394906
261.69,84,1,5126.65,17,0,0,0,0.3770213229192441,1.330367809664218,1.0,261.69,1,0.026671974522292995
55.32,117,1,241.79,16,2,0,0,0.0,1.0,1.0,55.32,1,0.026671974522292995
185.97,19,1,1776.91,16,4,0,0,-0.47560240215089616,0.5948184871261795,1.0,185.97,1,0.024681528662420384
692.55,109,1,2451.56,16,1,0,0,1.4262815959672046,2.215096753558292,1.0,692.55,1,0.027070063694267517
85.03,48,1,4597.57,16,0,0,0,-0.8545675621849305,0.2719654565808412,1.0,85.03,1,0.023487261146496817
287.05,212,1,1204.65,16,4,0,0,-0.0961116316313777,0.9181193027346874,2.0,372.08000000000004,1,0.021894904458598725
409.61,89,1,11698.15,16,2,0,0,0.5024229109305584,1.4992405155953565,1.0,409.61,1,0.02428343949044586
761.73,27,1,151.28,17,0,0,0,1.799456027636785,2.7880580990318866,1.0,761.73,1,0.021496815286624203
113.54,273,1,5581.21,16,4,0,0,-0.5881501745607871,0.4155752255577178,1.0,113.54,1,0.021496815286624203
88.42,91,1,12381.45,16,2,0,0,-0.680679630120427,0.32363186052328174,1.0,88.42,1,0.018312101910828025
211.36,286,1,7943.47,16,1,0,0,-0.2278304554985268,0.7736126446528029,1.0,211.36,0,0.02786624203821656
54.61,160,1,7135.64,16,0,0,0,-0.8052186783876016,0.19988165463895516,1.0,54.61,1,0.021894904458598725
301.56,118,1,10389.6,17,3,0,0,0.04762632989319263,1.0371321464191956,1.0,301.56,1,0.02428343949044586
85.73,266,1,14928.35,16,2,0,0,-0.9044444432634376,0.2948446044320123,1.0,85.73,1,0.021894904458598725
241.42,116,1,13357.02,18,3,0,0,-0.2176636497094565,0.8302972635247452,1.0,241.42,0,0.027070063694267517
730.1,93,1,6384.05,18,1,0,0,1.9380049108529405,2.510976854027904,1.0,730.1,0,0.02388535031847134
183.22,63,1,1024.42,18,3,0,0,-0.4743958880346007,0.6301344736268901,1.0,183.22,1,0.021894904458598725
202.55,34,2,701.73,18,1,0,0,-0.3891272597386378,0.6966146579692534,1.0,202.55,1,0.01950636942675159
80.97,157,1,5926.31,17,0,0,0,-0.7071067811865477,0.5494520408509482,1.0,80.97,1,0.02428343949044586
213.76,282,1,3528.72,17,2,0,0,0.7071067811865474,1.4505479591490515,1.0,213.76,0,0.01950636942675159
248.66,113,1,2571.39,17,4,0,0,-0.04748718211283301,0.9586029208617376,1.0,248.66,1,0.02388535031847134
613.7,37,1,7307.11,17,2,0,0,1.5667969363228493,2.3658594568199485,1.0,613.7,0,0.02786624203821656
358.18,157,1,619.86,16,0,0,0,0.43683343111058337,1.3808107222482795,1.0,358.18,1,0.02428343949044586
303.43,30,1,1833.24,17,1,0,0,0.19471734661476486,1.169745372303857,1.0,303.43,1,0.021894904458598725
11.02,42,1,7879.66,17,0,0,0,-1.0983815441144096,0.0424829252308226,1.0,11.02,1,0.023487261146496817
21.4,258,1,9594.11,16,1,0,0,-1.0524789878209557,0.08249860253535424,1.0,21.4,1,0.02388535031847134
77.54,73,1,4536.38,17,2,0,0,-0.6470799346004593,0.3374752464474572,1.0,77.54,1,0.021894904458598725
162.65,147,1,9500.95,17,3,0,0,-0.2852932817257995,0.7078971993123409,1.0,162.65,1,0.02308917197452229
578.49,180,1,6475.13,17,0,0,0,1.4823645931584508,2.517746393053772,1.0,578.49,1,0.021894904458598725
100.38,49,1,10171.68,17,0,0,0,-0.549991376832192,0.43688116118642956,1.0,100.38,1,0.02428343949044586
55.86,68,1,5346.46,17,0,0,0,-0.6573970571100897,0.18763541089333402,1.0,55.86,1,0.02428343949044586
23.4,175,4,14851.28,18,2,0,0,-0.7456317052268319,0.078601299944576,1.0,23.4,1,0.018312101910828025
819.48,26,1,1804.5,16,3,0,0,1.4183189624495736,2.7526578324179978,1.0,819.48,1,0.021894904458598725
292.08,32,1,7950.48,18,4,0,0,-0.015290200112651718,0.9811054567440923,1.0,292.08,1,0.021496815286624203
178.91,19,1,8870.89,16,2,0,0,0.06630496297091223,1.0673865704143426,1.0,178.91,1,0.02587579617834395
54.1,17,1,940.91,17,4,0,0,-0.6663663454309952,0.32276347582256965,1.0,54.1,0,0.02428343949044586
19.48,114,1,4739.59,16,0,0,0,-0.8695958999288241,0.1162187155087552,1.0,19.48,1,0.01950636942675159
476.03,99,1,5958.34,16,4,0,0,1.8104865121446538,2.840020284580736,1.0,476.03,0,0.025079617834394906
220.23,48,1,3438.02,18,0,0,0,0.3088654826661835,1.3139038868836321,1.0,220.23,1,0.021894904458598725
56.94,74,1,7004.63,16,0,0,0,-0.64969471242193,0.33970706678996515,1.0,56.94,0,0.027070063694267517
175.05,34,1,1447.35,17,0,0,0,-0.2043078279001403,0.8062255734080772,1.0,175.05,1,0.02269108280254777
73.55,158,1,2812.06,16,0,0,0,-0.6971967339578286,0.3387483057650047,2.0,248.60000000000002,1,0.02428343949044586
106.43,164,1,9403.12,17,0,0,0,-0.5375298646851508,0.49018330635716456,1.0,106.43,0,0.021894904458598725
125.0,177,1,3215.76,16,0,0,0,-0.4473530470941039,0.5757109207427,1.0,125.0,0,0.02308917197452229
77.53,55,1,5158.6,18,1,0,0,-0.6778696615823646,0.35707894148145225,1.0,77.53,1,0.020302547770700636
643.03,52,1,2882.16,16,1,0,0,2.0682256721676127,2.961595146921427,2.0,720.56,0,0.02388535031847134
319.27,150,1,10269.78,16,0,0,0,0.4960314630519758,1.4704578053241746,2.0,962.3,1,0.023487261146496817
539.81,177,1,2051.25,16,1,0,0,0.7071067811865476,1.9793198276652306,1.0,539.81,1,0.02269108280254777
5.64,47,1,12703.24,16,2,0,0,-0.7071067811865476,0.02068017233476946,1.0,5.64,1,0.02428343949044586
505.14,179,1,2525.47,17,1,0,0,0.0910741830669778,1.0964653057933758,1.0,505.14,1,0.016719745222929936
710.14,227,1,465.63,16,2,0,0,0.5111823598039779,1.5414417235936728,1.0,710.14,1,0.018312101910828025
425.91,47,1,383.58,16,4,0,0,-0.07129250397142463,0.9244873468552415,1.0,425.91,1,0.02388535031847134
137.35,220,1,12662.66,18,2,0,0,-0.6626408721627844,0.298134199926199,2.0,563.26,0,0.02109872611464968
14.09,81,1,5112.21,16,1,0,0,-0.9152385983315777,0.030583988911249683,1.0,14.09,1,0.023487261146496817
34.67,71,1,888.6,16,1,0,0,-0.8730638360035413,0.07525528002505512,1.0,34.67,1,0.02388535031847134
1397.59,144,1,1134.79,17,0,0,0,1.9199792675983713,3.033632154895205,1.0,1397.59,0,0.023487261146496817
218.37,105,1,9942.24,16,0,0,0,-0.25531938072394106,0.7973927808511804,1.0,218.37,1,0.025079617834394906
83.95,170,1,7413.18,16,2,0,0,-0.8738654951136346,0.3065490861952493,1.0,83.95,1,0.02308917197452229
586.85,86,1,6655.15,16,1,0,0,1.4402755622184358,2.142922349418488,1.0,586.85,1,0.02428343949044586
206.25,56,1,3651.07,16,1,0,0,-0.3110906863808603,0.7531357835350824,1.0,206.25,1,0.020302547770700636
423.96,75,1,8374.38,18,0,0,0,0.586957241357699,1.3328210197601673,1.0,423.96,1,0.023487261146496817
168.54,142,2,13406.0,16,3,0,0,-0.8291546458897602,0.5298463408585211,2.0,592.5,1,0.027070063694267517
720.13,96,1,387.02,17,1,0,0,2.228997244670204,2.263903200679048,1.0,720.13,0,0.02587579617834395
386.81,149,1,7175.29,18,4,0,0,0.3809884189818354,1.2160309903137805,1.0,386.81,0,0.025079617834394906
199.37,79,1,1331.3,17,3,0,0,-0.6582254724349047,0.6267679184583087,1.0,199.37,1,0.02388535031847134
197.49,30,1,5005.33,16,0,0,0,-0.6686486591392553,0.6208576827824216,2.0,396.86,0,0.02388535031847134
273.92,109,1,4543.56,17,1,0,0,-0.24490176562142849,0.8611339129462805,3.0,670.78,1,0.016719745222929936
344.87,25,1,7447.44,17,0,0,0,0.1484626475028657,1.0841824348634044,1.0,344.87,1,0.025079617834394906
147.74,15,1,1711.78,16,1,0,0,-0.9444750094272558,0.4644564993380676,1.0,147.74,1,0.023487261146496817
288.28,36,1,160.83,17,1,0,0,-0.103294432747346,0.9169794516190597,1.0,288.28,1,0.016719745222929936
88.29,287,1,5245.93,16,4,0,0,-0.8947830766225071,0.2808384757300083,2.0,376.57,0,0.025079617834394906
524.6,76,1,13017.7,17,4,0,0,0.8319753123427992,1.668681213817673,1.0,524.6,1,0.018312101910828025
208.07,36,1,8478.9,16,0,0,0,-0.42073682549311664,0.6618423563839939,1.0,208.07,1,0.027070063694267517
222.39,73,1,3117.39,16,2,0,0,-0.3640634049206265,0.7073923277562185,1.0,222.39,1,0.021894904458598725
235.4,70,1,818.36,17,1,0,0,-0.3125744941910107,0.7487753673897831,1.0,235.4,1,0.025079617834394906
332.15,105,1,9749.46,17,0,0,0,0.07032728237242662,1.0565239519053373,1.0,332.15,1,0.01950636942675159
50.99,76,1,1334.6,16,1,0,0,-1.042403089705879,0.16219225141548446,1.0,50.99,1,0.025079617834394906
879.25,137,1,125.85,17,1,0,0,2.23555272896526,2.7967746039824415,1.0,879.25,0,0.025079617834394906
130.93,149,1,860.12,16,2,0,0,0.34839663266618603,1.3570336589536962,1.0,130.93,0,0.025079617834394906
23.24,129,1,13777.79,16,3,0,0,-0.7407632010466109,0.24087269712123957,1.0,23.24,1,0.02308917197452229
10.94,245,1,1241.99,17,0,0,0,-0.8651634792030544,0.11338843831782965,1.0,10.94,0,0.026671974522292995
220.82,31,1,4298.13,16,4,0,0,1.257530047583479,2.2887052056072346,1.0,220.82,1,0.020302547770700636
245.67,107,1,752.25,18,0,0,0,0.3189211960727546,1.229852176587117,1.0,245.67,0,0.016719745222929936
447.95,75,1,7544.4,17,2,0,0,1.723960576256879,2.2424890401847972,1.0,447.95,1,0.026671974522292995
11.46,128,1,2356.71,16,0,0,0,-1.3079043587666945,0.05737007344685295,1.0,11.46,0,0.02269108280254777
240.03,31,1,7807.73,17,0,0,0,0.279745686362262,1.2016176901787183,1.0,240.03,1,0.02428343949044586
88.06,288,1,1779.85,17,4,0,0,-0.7758398119894356,0.4408384526814896,1.0,88.06,0,0.023487261146496817
110.08,95,1,1447.26,17,0,0,0,-0.6228886198218738,0.551073096424919,1.0,110.08,1,0.025079617834394906
255.04,152,1,6217.86,16,3,0,0,0.38400533188610864,1.276759470496106,2.0,365.12,1,0.02428343949044586
49.59,147,1,6037.03,16,4,0,0,0.0,1.0,1.0,49.59,1,0.02428343949044586
106.23,86,1,9095.14,16,1,0,0,0.7071067811865477,1.4563026938104053,1.0,106.23,0,0.025079617834394906
39.66,169,1,8497.34,16,3,0,0,-0.7071067811865475,0.5436973061895949,1.0,39.66,1,0.021894904458598725
61.98,44,1,5212.28,18,1,0,0,-1.261277531740336,0.12777636044560922,1.0,61.98,1,0.024681528662420384
684.96,31,1,526.67,16,0,0,0,0.5959103979633462,1.4120957704231123,2.0,746.94,1,0.02428343949044586
642.68,94,1,8461.46,16,4,0,0,0.4698679797992449,1.324932419025236,1.0,642.68,1,0.02388535031847134
739.28,47,1,11905.64,16,0,0,0,0.7578456901741778,1.5240804735435622,1.0,739.28,0,0.026671974522292995
78.62,52,1,1360.85,16,0,0,0,-1.211671433390037,0.16208095285953208,1.0,78.62,1,0.027070063694267517
886.19,69,1,7904.24,17,0,0,0,1.1958043385300932,1.8269463191883584,1.0,886.19,1,0.02388535031847134
